query_target	query_conf	hit_uniprot	is_self	idf	node_count	min_rmsd	plddt	n_matched	best_pocket_rank	best_pocket_prob	overlap_count	overlap_frac	status	confidence
1AVN	holo	Q9NWA0	0	1.1701	2	0.9515	75.35	2			0	0.00	non_pocket	
1AVN	holo	P04054	0	1.1622	2	1.1552	88.62	2			0	0.00	non_pocket	
1AVN	holo	Q15691	0	1.1451	2	0.2268	80.24	2	3	0.021	2	1.00	pocket_supported	medium
1AVN	holo	P12034	0	1.1451	2	0.2984	75.75	2			0	0.00	non_pocket	
1AVN	holo	B6A8C7	0	1.1444	2	0.2075	84.45	2			0	0.00	non_pocket	
1AVN	holo	P0C7T8	0	1.1336	2	0.7180	72.14	2			0	0.00	non_pocket	
1AVN	holo	Q5BJH2	0	1.1272	2	0.4957	69.04	2	4	0.015	1	0.50	pocket_supported	low
1AVN	holo	Q68J44	0	1.1259	2	0.4796	86.77	2			0	0.00	non_pocket	
1AVN	holo	O95972	0	1.1117	2	0.3217	71.90	2			0	0.00	non_pocket	
1AVN	holo	Q9UBY9	0	1.1105	2	0.3984	73.52	2			0	0.00	non_pocket	
1AVN	holo	P30039	0	1.1046	2	0.6822	95.39	2	3	0.003	1	0.50	pocket_supported	low
1AVN	holo	Q96L15	0	1.1044	2	0.5001	88.53	2	1	0.710	2	1.00	pocket_supported	medium
1AVN	holo	Q9UHC9	0	1.0938	3	0.1823	84.17	4	2	0.979	1	0.25	pocket_supported	low
1AVN	holo	Q8N5I4	0	1.0793	2	0.4970	94.86	2			0	0.00	non_pocket	
1AVN	holo	Q9HD67	0	1.0770	4	1.4415	76.51	9	9	0.160	2	0.22	pocket_supported	medium
1AVN	holo	O95757	0	1.0693	3	0.3506	86.04	4	5	0.054	2	0.50	pocket_supported	medium
1AVN	holo	O75127	0	1.0661	3	0.3999	68.05	2			0	0.00	non_pocket	
1AVN	holo	A1L4L8	0	1.0627	2	1.1664	72.69	2			0	0.00	non_pocket	
1AVN	holo	Q5JNZ5	0	1.0599	2	0.2087	88.49	2			0	0.00	non_pocket	
1AVN	holo	Q8N4P3	0	1.0568	2	0.5569	98.10	2	1	0.895	1	0.50	pocket_supported	low
1AVN	holo	Q9H0F7	0	1.0367	2	0.9800	94.59	2			0	0.00	non_pocket	
1AVN	holo	Q9H492	0	1.0333	2	0.2234	91.33	2			0	0.00	non_pocket	
1AVN	holo	P42766	0	1.0248	2	0.3254	94.72	2			0	0.00	non_pocket	
1AVN	holo	O15126	0	1.0248	2	1.4702	79.07	3			0	0.00	non_pocket	
1AVN	holo	Q5T6L9	0	1.0244	3	0.2839	90.80	4			0	0.00	non_pocket	
1AVN	holo	Q6UB28	0	1.0242	2	0.6542	88.74	2	6	0.006	1	0.50	pocket_supported	low
1AVN	holo	P78380	0	1.0192	2	0.4602	87.46	2			0	0.00	non_pocket	
1AVN	holo	Q9GZQ8	0	1.0166	2	0.1875	91.49	2	1	0.045	1	0.50	pocket_supported	low
1AVN	holo	Q96S79	0	1.0162	2	0.3510	86.77	2	3	0.018	2	1.00	pocket_supported	medium
1AVN	holo	Q7L7X3	0	1.0161	3	0.6379	76.18	4	2	0.566	1	0.25	pocket_supported	low
1AVN	holo	Q9H4L7	0	0.9993	2	0.6921	67.10	4			0	0.00	non_pocket	
1AVN	holo	O43529	0	0.9935	2	0.7551	86.15	2	1	0.900	2	1.00	pocket_supported	medium
1AVN	holo	Q9BVM2	0	0.9924	2	1.1604	89.23	2	1	0.213	1	0.50	pocket_supported	low
1AVN	holo	Q13882	0	0.9907	2	0.4102	88.82	2			0	0.00	non_pocket	
1AVN	holo	Q92988	0	0.9882	2	0.4914	65.62	2			0	0.00	non_pocket	
1AVN	holo	Q86X24	0	0.9878	2	0.3273	65.72	2	2	0.036	1	0.50	pocket_supported	low
1AVN	holo	O14493	0	0.9780	2	0.8982	84.56	2			0	0.00	non_pocket	
1AVN	holo	Q14249	0	0.9772	2	0.5171	84.32	2	2	0.223	1	0.50	pocket_supported	low
1AVN	holo	Q8NBA8	0	0.9755	2	0.0000	82.96	0			0	0.00	non_pocket	
1AVN	holo	P23946	0	0.9741	2	0.6746	91.53	2			0	0.00	non_pocket	
1AVN	holo	Q9Y3D3	0	0.9711	2	0.3679	90.72	2			0	0.00	non_pocket	
1AVN	holo	P50053	0	0.9674	2	0.2953	97.43	2			0	0.00	non_pocket	
1AVN	holo	Q16795	0	0.9654	2	0.9340	89.70	2	1	0.785	1	0.50	pocket_supported	low
1AVN	holo	O76061	0	0.9609	2	0.8687	73.04	2			0	0.00	non_pocket	
1AVN	holo	O95484	0	0.9598	2	0.9017	81.21	2			0	0.00	non_pocket	
1AVN	holo	P56747	0	0.9532	2	0.8915	80.25	2			0	0.00	non_pocket	
1AVN	holo	Q8NHS0	0	0.9506	2	0.4357	64.82	2			0	0.00	non_pocket	
1AVN	holo	P32971	0	0.9465	2	0.3951	78.92	2			0	0.00	non_pocket	
1AVN	holo	Q9Y3A3	0	0.9426	2	0.8787	90.80	2	1	0.079	1	0.50	pocket_supported	low
1AVN	holo	Q8TDW0	0	0.9413	3	0.3179	83.40	4	2	0.183	2	0.50	pocket_supported	medium
1AVN	holo	Q3MIS6	0	0.9371	2	0.2797	70.87	2	4	0.006	1	0.50	pocket_supported	low
1AVN	holo	Q6P4A8	0	0.9360	2	0.2056	91.62	2			0	0.00	non_pocket	
1AVN	holo	O00270	0	0.9350	2	0.8679	83.18	2	2	0.124	1	0.50	pocket_supported	low
1AVN	holo	A6H8Z2	0	0.9349	2	0.7255	63.70	2			0	0.00	non_pocket	
1AVN	holo	H0Y354	0	0.9311	2	0.4223	85.42	2	1	0.873	2	1.00	pocket_supported	medium
1AVN	holo	A0PK11	0	0.9283	2	0.6855	91.26	2			0	0.00	non_pocket	
1AVN	holo	P53611	0	0.9256	2	0.8493	96.83	2			0	0.00	non_pocket	
1AVN	holo	Q9H9V9	0	0.9226	2	1.0294	93.45	3			0	0.00	non_pocket	
1AVN	holo	Q9HCE5	0	0.9182	2	0.3987	79.26	2			0	0.00	non_pocket	
1AVN	holo	Q96C86	0	0.9173	2	0.0000	88.45	0			0	0.00	non_pocket	
1AVN	holo	Q02318	0	0.9130	2	0.6190	88.07	2			0	0.00	non_pocket	
1AVN	holo	Q96PU8	0	0.9119	2	0.7062	68.71	2	2	0.007	1	0.50	pocket_supported	low
1AVN	holo	P62750	0	0.9100	2	0.3734	89.53	2			0	0.00	non_pocket	
1AVN	holo	P01909	0	0.9085	2	0.3612	87.90	2			0	0.00	non_pocket	
1AVN	holo	Q9BRR0	0	0.9071	2	0.3460	59.41	2			0	0.00	non_pocket	
1AVN	holo	P01906	0	0.9067	2	0.3559	88.66	2			0	0.00	non_pocket	
1AVN	holo	Q9P212	0	0.9040	3	0.2930	60.44	4	2	0.732	1	0.25	pocket_supported	low
1AVN	apo	P00918	1	4.7672	4	0.2616	97.59	4	1	0.810	4	1.00	is_self	
1AVN	apo	P43166	0	2.9340	3	0.1147	97.25	3	1	0.846	3	1.00	pocket_supported	medium
1AVN	apo	Q92988	0	2.1810	2	0.3789	65.62	4			0	0.00	non_pocket	
1AVN	apo	Q16790	0	2.1602	3	0.1277	76.58	3	1	0.875	3	1.00	pocket_supported	medium
1AVN	apo	Q9UNG2	0	1.7317	2	0.0000	86.88	0			0	0.00	non_pocket	
1AVN	apo	O14977	0	1.7161	4	0.5778	88.30	4	1	0.896	1	0.25	pocket_supported	medium
1AVN	apo	P47874	0	1.5357	2	0.3313	95.11	2			0	0.00	non_pocket	
1AVN	apo	Q6L9T8	0	1.4639	2	0.2299	84.81	2	1	0.916	2	1.00	pocket_supported	medium
1AVN	apo	Q9UHF5	0	1.4614	2	0.3023	78.61	2			0	0.00	non_pocket	
1AVN	apo	Q9NPI0	0	1.4518	2	0.0000	86.67	0			0	0.00	non_pocket	
1AVN	apo	Q5TA89	0	1.4342	2	1.0022	72.81	2			0	0.00	non_pocket	
1AVN	apo	Q8TCU3	0	1.3485	2	0.2422	88.19	4	2	0.525	1	0.25	pocket_supported	low
1AVN	apo	Q86XP6	0	1.3173	2	0.3324	85.88	2			0	0.00	non_pocket	
1AVN	apo	P52799	0	1.3157	2	0.4910	70.84	2			0	0.00	non_pocket	
1AVN	apo	Q9UBV8	0	1.3060	2	0.2765	73.39	2			0	0.00	non_pocket	
1AVN	apo	Q8NH63	0	1.2665	2	0.4067	84.69	2			0	0.00	non_pocket	
1AVN	apo	Q6E213	0	1.2625	2	0.7729	94.44	2			0	0.00	non_pocket	
1AVN	apo	P13725	0	1.2351	2	0.7633	78.74	2			0	0.00	non_pocket	
1AVN	apo	Q8N1Q1	0	1.2037	2	0.3373	96.98	3	1	0.825	3	1.00	pocket_supported	medium
1AVN	apo	Q9Y210	0	1.1945	2	0.5410	76.70	3	5	0.063	1	0.33	pocket_supported	low
1AVN	apo	Q9NUS5	0	1.1908	2	0.6998	80.29	2	1	0.069	1	0.50	pocket_supported	low
1AVN	apo	Q1W4C9	0	1.1723	2	0.2633	87.38	2			0	0.00	non_pocket	
1AVN	apo	Q16563	0	1.1707	2	0.2450	82.67	2			0	0.00	non_pocket	
1AVN	apo	Q6UWP2	0	1.1460	2	0.3512	97.78	2	1	0.978	1	0.50	pocket_supported	low
1AVN	apo	B6A8C7	0	1.1444	2	0.1111	84.45	2			0	0.00	non_pocket	
1AVN	apo	P0C7T8	0	1.1336	2	0.8004	72.14	2			0	0.00	non_pocket	
1AVN	apo	Q68J44	0	1.1259	2	0.5250	86.77	2			0	0.00	non_pocket	
1AVN	apo	O95972	0	1.1117	2	0.4464	71.90	2			0	0.00	non_pocket	
1AVN	apo	Q96L15	0	1.1044	2	0.4030	88.53	2	1	0.710	2	1.00	pocket_supported	medium
1AVN	apo	P0DMS9	0	1.0956	2	0.3622	70.51	2			0	0.00	non_pocket	
1AVN	apo	Q5TC12	0	1.0826	2	0.2846	74.64	2	1	0.626	1	0.50	pocket_supported	low
1AVN	apo	P83110	0	1.0825	2	0.6674	84.54	2			0	0.00	non_pocket	
1AVN	apo	Q16658	0	1.0813	2	0.1707	94.31	2			0	0.00	non_pocket	
1AVN	apo	Q8N5I4	0	1.0793	2	0.5226	94.86	2			0	0.00	non_pocket	
1AVN	apo	O95757	0	1.0693	3	0.2909	86.04	4	5	0.054	2	0.50	pocket_supported	medium
1AVN	apo	O75127	0	1.0661	3	0.2949	68.05	2			0	0.00	non_pocket	
1AVN	apo	Q5JNZ5	0	1.0599	2	0.1610	88.49	2			0	0.00	non_pocket	
1AVN	apo	Q9H492	0	1.0333	2	0.1422	91.33	2			0	0.00	non_pocket	
1AVN	apo	Q96MH6	0	1.0266	2	0.7133	88.15	2			0	0.00	non_pocket	
1AVN	apo	P42766	0	1.0248	2	0.1968	94.72	2			0	0.00	non_pocket	
1AVN	apo	O15126	0	1.0248	2	1.4748	79.07	3			0	0.00	non_pocket	
1AVN	apo	Q5T6L9	0	1.0244	3	0.2428	90.80	4			0	0.00	non_pocket	
1AVN	apo	P78380	0	1.0192	2	0.4606	87.46	2			0	0.00	non_pocket	
1AVN	apo	Q9GZQ8	0	1.0166	2	0.2182	91.49	2	1	0.045	1	0.50	pocket_supported	low
1AVN	apo	Q7L7X3	0	1.0161	3	0.6316	76.18	4	2	0.566	1	0.25	pocket_supported	low
1AVN	apo	Q9BXN1	0	0.9995	2	0.7733	85.85	2			0	0.00	non_pocket	
1AVN	apo	Q9H4L7	0	0.9993	2	0.7553	67.10	4			0	0.00	non_pocket	
1AVN	apo	P40121	0	0.9906	2	0.4170	86.56	2			0	0.00	non_pocket	
1AVN	apo	Q86X24	0	0.9878	2	0.3528	65.72	2	2	0.036	1	0.50	pocket_supported	low
1AVN	apo	Q86UT8	0	0.9807	2	0.2706	76.18	2			0	0.00	non_pocket	
1AVN	apo	Q14249	0	0.9772	2	0.5282	84.32	2	2	0.223	1	0.50	pocket_supported	low
1AVN	apo	Q9Y4X5	0	0.9762	2	0.8092	80.02	2			0	0.00	non_pocket	
1AVN	apo	Q8NBA8	0	0.9755	2	0.0000	82.96	0			0	0.00	non_pocket	
1AVN	apo	P23946	0	0.9741	2	0.7630	91.53	2			0	0.00	non_pocket	
1AVN	apo	Q9Y3D3	0	0.9711	2	0.2573	90.72	2			0	0.00	non_pocket	
1AVN	apo	Q8NET6	0	0.9677	2	1.3410	86.60	3	1	0.806	1	0.33	pocket_supported	low
1AVN	apo	P50053	0	0.9674	2	0.3861	97.43	2			0	0.00	non_pocket	
1AVN	apo	O76061	0	0.9609	2	0.8329	73.04	2			0	0.00	non_pocket	
1AVN	apo	Q8NBZ7	0	0.9567	2	0.7983	89.73	2	3	0.014	1	0.50	pocket_supported	low
1AVN	apo	P36952	0	0.9542	2	0.5319	95.21	2			0	0.00	non_pocket	
1AVN	apo	P22413	0	0.9421	2	0.2875	90.66	2			0	0.00	non_pocket	
1AVN	apo	Q8TDW0	0	0.9413	3	0.2347	83.40	4	2	0.183	2	0.50	pocket_supported	medium
1AVN	apo	Q7Z7H3	0	0.9393	2	0.0000	85.85	0			0	0.00	non_pocket	
1AVN	apo	Q5HYJ1	0	0.9379	2	0.3316	84.36	2			0	0.00	non_pocket	
1AVN	apo	Q6P4A8	0	0.9360	2	0.3542	91.62	2			0	0.00	non_pocket	
1AVN	apo	O00270	0	0.9350	2	0.8097	83.18	2	2	0.124	1	0.50	pocket_supported	low
1AVN	apo	H0Y354	0	0.9311	2	0.2003	85.42	2	1	0.873	2	1.00	pocket_supported	medium
1AVN	apo	P53611	0	0.9256	2	0.8270	96.83	2			0	0.00	non_pocket	
1AVN	apo	Q7Z4P5	0	0.9243	2	0.4677	70.09	2			0	0.00	non_pocket	
1AVN	apo	Q9H9V9	0	0.9226	2	1.0690	93.45	3			0	0.00	non_pocket	
1AVN	apo	Q9HCE5	0	0.9182	2	0.4029	79.26	2			0	0.00	non_pocket	
1AVN	apo	Q96C86	0	0.9173	2	0.0000	88.45	0			0	0.00	non_pocket	
1AVN	apo	Q96PU8	0	0.9119	2	0.7187	68.71	2	2	0.007	1	0.50	pocket_supported	low
1AVN	apo	P62750	0	0.9100	2	0.2261	89.53	2			0	0.00	non_pocket	
1AVN	apo	Q9P212	0	0.9040	3	0.2113	60.44	4	2	0.732	1	0.25	pocket_supported	low
1AVN	apo	O00755	0	0.9014	2	0.7596	88.67	2	2	0.207	2	1.00	pocket_supported	medium
1AVN	apo	P56706	0	0.9014	2	0.7626	90.74	2	2	0.189	2	1.00	pocket_supported	medium
1AVN	apo	Q96QH8	0	0.9014	2	1.8347	90.89	3	1	0.378	1	0.33	pocket_supported	low
1AVN	apo	Q8NHS2	0	0.9006	2	0.0000	91.84	0			0	0.00	non_pocket	
1AVN	apo	Q15181	0	0.9005	2	0.8234	96.18	2			0	0.00	non_pocket	
1AVN	apo	O43854	0	0.8949	2	0.6306	87.62	2			0	0.00	non_pocket	
1AVN	apo	P54198	0	0.8932	3	0.2920	74.35	4	7	0.086	1	0.25	pocket_supported	low
1AVN	apo	A6NDU8	0	0.8928	2	0.3140	85.60	2			0	0.00	non_pocket	
1AVN	apo	P13861	0	0.8890	2	0.3872	83.04	2			0	0.00	non_pocket	
1AVN	apo	P09544	0	0.8875	2	0.0000	88.76	0			0	0.00	non_pocket	
1AVN	apo	Q96F85	0	0.8875	2	0.2090	94.92	2			0	0.00	non_pocket	
1AVN	apo	Q8WZ79	0	0.8863	2	0.6764	91.06	2			0	0.00	non_pocket	
1AVN	apo	Q8N6T7	0	0.8863	2	0.5223	87.58	2			0	0.00	non_pocket	
1AVN	apo	P32246	0	0.8863	2	0.5726	83.20	2			0	0.00	non_pocket	
1AVN	apo	Q5VX71	0	0.8857	2	0.7598	70.89	2			0	0.00	non_pocket	
1AVN	apo	Q496H8	0	0.8848	2	0.2382	73.04	2	1	0.156	1	0.50	pocket_supported	low
1AVN	apo	Q15043	0	0.8839	2	0.6192	73.59	2	8	0.023	1	0.50	pocket_supported	low
1AVN	apo	Q8NBD8	0	0.8795	2	0.3262	89.69	2			0	0.00	non_pocket	
1AVN	apo	Q9Y2C4	0	0.8778	2	0.5277	88.02	2	1	0.659	1	0.50	pocket_supported	low
1AVN	apo	A8K855	0	0.8776	2	0.3803	80.29	2	16	0.004	1	0.50	pocket_supported	low
1AVN	apo	O43174	0	0.8740	2	1.0272	89.33	2	1	0.992	1	0.50	pocket_supported	low
1AVN	apo	Q9HCT0	0	0.8717	2	0.1743	88.28	2			0	0.00	non_pocket	
7XPY	holo	Q93009	1	11.5208	8	0.4241	86.27	8	10	0.024	3	0.38	is_self	
7XPY	holo	A8MUZ8	0	3.8945	6	0.1399	67.31	10	1	0.046	2	0.20	pocket_supported	medium
7XPY	holo	P35813	0	3.5661	6	1.1795	94.50	8	4	0.008	1	0.12	pocket_supported	medium
7XPY	holo	Q07954	0	2.9847	7	2.0317	77.82	26	5	0.410	4	0.15	pocket_supported	medium
7XPY	holo	Q86V85	0	2.7397	5	0.2485	81.25	2	10	0.008	1	0.50	pocket_supported	medium
7XPY	holo	O75688	0	2.5699	5	1.4318	84.69	5			0	0.00	non_pocket	
7XPY	holo	Q14114	0	2.5245	5	1.0121	72.50	14	2	0.204	1	0.07	pocket_supported	medium
7XPY	holo	Q9BXR0	0	2.4697	5	0.6530	93.75	8	7	0.050	2	0.25	pocket_supported	medium
7XPY	holo	P49247	0	2.3881	5	0.0671	83.73	4			0	0.00	non_pocket	
7XPY	holo	O00602	0	2.3826	4	0.1454	85.08	4			0	0.00	non_pocket	
7XPY	holo	Q96EM0	0	2.3797	4	0.2413	96.06	6	1	0.358	1	0.17	pocket_supported	medium
7XPY	holo	Q01524	0	2.3484	2	0.3141	67.32	2			0	0.00	non_pocket	
7XPY	holo	Q4G1C9	0	2.3418	6	2.2955	85.36	9	3	0.036	2	0.22	pocket_supported	medium
7XPY	holo	Q6NSJ0	0	2.2291	5	0.2612	90.34	6	1	0.682	1	0.17	pocket_supported	medium
7XPY	holo	Q6N063	0	2.2107	5	0.8467	93.70	7	3	0.122	2	0.29	pocket_supported	medium
7XPY	holo	O95868	0	2.2097	2	1.0055	66.09	3	1	0.212	1	0.33	pocket_supported	low
7XPY	holo	A0A494C103	0	2.1772	2	2.0614	87.05	3			0	0.00	non_pocket	
7XPY	holo	Q9NQW7	0	2.1636	4	0.3888	96.98	4			0	0.00	non_pocket	
7XPY	holo	A0A9L9PXP3	0	2.1466	2	0.1214	72.30	2			0	0.00	non_pocket	
7XPY	holo	A0A2R8YCY7	0	2.1110	3	1.5785	94.32	6	1	0.090	2	0.33	pocket_supported	medium
7XPY	holo	Q9H825	0	2.0988	6	0.5702	73.09	8	1	0.911	2	0.25	pocket_supported	medium
7XPY	holo	Q9Y4K0	0	2.0929	6	1.5546	86.12	8	2	0.618	1	0.12	pocket_supported	medium
7XPY	holo	Q3ZCN5	0	2.0919	6	1.2811	72.00	23	3	0.557	1	0.04	pocket_supported	medium
7XPY	holo	P0C263	0	2.0905	4	1.2294	89.58	2	4	0.056	2	1.00	pocket_supported	medium
7XPY	holo	A4QMS7	0	2.0756	4	0.1742	75.51	2			0	0.00	non_pocket	
7XPY	holo	Q6ZSI9	0	2.0533	6	0.1370	86.04	6	6	0.206	1	0.17	pocket_supported	medium
7XPY	holo	Q30KQ7	0	2.0502	2	0.5902	75.29	2			0	0.00	non_pocket	
7XPY	holo	Q9NQT5	0	2.0431	5	0.2414	79.35	6	2	0.003	1	0.17	pocket_supported	medium
7XPY	holo	Q8IYB1	0	2.0391	4	1.6172	83.56	5	2	0.832	3	0.60	pocket_supported	medium
7XPY	holo	Q9UPT9	0	2.0388	7	1.5077	83.12	10	1	0.138	1	0.10	pocket_supported	medium
7XPY	holo	Q86SR1	0	2.0098	4	0.5241	90.77	8	5	0.032	2	0.25	pocket_supported	medium
7XPY	holo	Q9BSJ8	0	1.9704	6	1.4884	77.49	9			0	0.00	non_pocket	
7XPY	holo	Q13085	0	1.9551	6	2.0050	82.78	20	1	0.969	1	0.05	pocket_supported	medium
7XPY	holo	P04818	0	1.9489	4	1.4580	93.87	6	1	0.937	4	0.67	pocket_supported	medium
7XPY	holo	O14787	0	1.9487	6	0.8820	91.25	10	2	0.489	2	0.20	pocket_supported	medium
7XPY	holo	Q8WTQ1	0	1.9371	2	1.2215	80.97	2			0	0.00	non_pocket	
7XPY	holo	P01225	0	1.9337	4	0.6667	89.58	8			0	0.00	non_pocket	
7XPY	apo	Q93009	1	10.4359	10	0.6597	86.27	26	10	0.024	3	0.12	is_self	
7XPY	apo	Q17RY6	0	5.2438	7	1.8020	72.75	9	2	0.003	1	0.11	pocket_supported	medium
7XPY	apo	Q9UFF9	0	4.4012	7	1.2882	90.03	11	4	0.037	3	0.27	pocket_supported	medium
7XPY	apo	Q5T7P3	0	3.9354	4	1.2179	51.19	7			0	0.00	non_pocket	
7XPY	apo	Q6FI81	0	3.5382	9	1.9058	80.15	15	1	0.127	1	0.07	pocket_supported	medium
7XPY	apo	P01717	0	3.5268	4	1.5976	89.50	6	1	0.017	1	0.17	pocket_supported	medium
7XPY	apo	P00746	0	3.3899	7	1.4296	91.17	9	2	0.051	1	0.11	pocket_supported	medium
7XPY	apo	P09758	0	3.3531	4	1.1231	82.68	11	2	0.067	3	0.27	pocket_supported	medium
7XPY	apo	Q96PL2	0	3.3250	6	0.8570	67.94	14			0	0.00	non_pocket	
7XPY	apo	Q8TF64	0	3.3139	6	0.9657	84.93	10	1	0.352	2	0.20	pocket_supported	medium
7XPY	apo	O75096	0	3.2956	9	2.2713	77.10	33	25	0.017	2	0.06	pocket_supported	medium
7XPY	apo	Q86TL0	0	3.2923	9	2.0603	77.36	29	1	0.366	2	0.07	pocket_supported	medium
7XPY	apo	P53992	0	3.2048	7	0.9423	79.02	20	4	0.231	1	0.05	pocket_supported	medium
7XPY	apo	Q99075	0	3.1954	5	0.9461	66.57	7			0	0.00	non_pocket	
7XPY	apo	O43684	0	3.1941	7	1.5369	95.98	10	1	0.904	2	0.20	pocket_supported	medium
7XPY	apo	P28329	0	3.1701	8	0.4763	83.94	13	1	0.989	1	0.08	pocket_supported	medium
7XPY	apo	O14757	0	3.1519	6	0.9012	76.10	11	3	0.390	2	0.18	pocket_supported	medium
7XPY	apo	P0C263	0	3.1359	9	0.6779	89.58	16	4	0.056	2	0.12	pocket_supported	medium
7XPY	apo	Q9NXG6	0	3.1113	6	1.1013	81.06	14	6	0.109	3	0.21	pocket_supported	medium
7XPY	apo	O14841	0	3.0749	8	2.3773	87.89	42	1	0.991	3	0.07	pocket_supported	medium
7XPY	apo	Q01524	0	2.9842	4	0.1874	67.32	4			0	0.00	non_pocket	
7XPY	apo	P22105	0	2.9490	6	1.8811	74.17	38	4	0.021	3	0.08	pocket_supported	medium
7XPY	apo	P00736	0	2.9325	8	1.4704	87.00	23	3	0.135	2	0.09	pocket_supported	medium
7XPY	apo	A0PJX8	0	2.9302	6	1.7660	77.93	11	3	0.258	2	0.18	pocket_supported	medium
6YG2	holo	O14733	1	15.7136	11	1.2153	77.28	18	2	0.379	1	0.06	is_self	
6YG2	holo	Q8WW01	0	5.3022	6	2.3889	77.12	8			0	0.00	non_pocket	
6YG2	holo	Q8TDV2	0	5.1167	7	2.4092	72.84	19	1	0.971	1	0.05	pocket_supported	medium
6YG2	holo	O95711	0	4.9763	7	1.5876	87.40	14	1	0.991	7	0.50	pocket_supported	high
6YG2	holo	O00764	0	4.9454	8	1.1462	96.01	11	1	0.966	2	0.18	pocket_supported	medium
6YG2	holo	Q9BTY2	0	4.7321	9	0.8676	93.70	11			0	0.00	non_pocket	
6YG2	holo	P43246	0	4.6070	11	1.6335	85.30	35	3	0.158	2	0.06	pocket_supported	medium
6YG2	holo	Q02338	0	4.3841	9	1.1270	86.97	18	1	0.939	6	0.33	pocket_supported	high
6YG2	holo	Q9NUJ1	0	4.3070	9	1.8923	86.69	21	2	0.121	3	0.14	pocket_supported	medium
6YG2	holo	P55884	0	4.2772	11	1.3877	73.25	32			0	0.00	non_pocket	
6YG2	holo	Q8N436	0	4.2624	11	1.4890	82.41	22	1	0.935	2	0.09	pocket_supported	medium
6YG2	holo	P49761	0	4.2070	8	1.4460	79.03	20	1	0.666	4	0.20	pocket_supported	medium
6YG2	holo	Q9Y2Z4	0	4.1872	10	2.4761	87.24	27	6	0.045	2	0.07	pocket_supported	medium
6YG2	holo	Q7RTM1	0	4.1614	7	2.3505	75.76	25	3	0.831	3	0.12	pocket_supported	medium
6YG2	apo	O14733	1	42.6464	13	0.3082	77.28	19	2	0.379	4	0.21	is_self	
6YG2	apo	Q99677	0	4.7865	8	1.1420	82.59	18	1	0.972	3	0.17	pocket_supported	medium
6YG2	apo	Q92546	0	4.6280	8	1.0122	85.42	20	1	0.125	1	0.05	pocket_supported	medium
6YG2	apo	P36537	0	4.5494	9	1.0440	92.38	22	1	0.991	5	0.23	pocket_supported	medium
6YG2	apo	P20160	0	4.4035	8	1.3244	89.80	13			0	0.00	non_pocket	
4ODR	holo	Q5VVH2	0	22.5480	8	0.5094	95.26	8	1	0.345	7	0.88	pocket_supported	high
4ODR	holo	P62942	1	22.1108	8	0.5012	96.45	8	1	0.339	6	0.75	is_self	
4ODR	holo	Q00688	0	9.7715	7	2.3134	77.28	9	1	0.309	6	0.67	pocket_supported	medium
4ODR	apo	P62942	1	8.5470	5	0.3471	96.45	5	1	0.339	4	0.80	is_self	
4ODR	apo	P68106	0	8.4706	5	0.4326	95.15	5	1	0.346	4	0.80	pocket_supported	high
4ODR	apo	Q5VVH2	0	6.3593	4	0.3339	95.26	5	1	0.345	4	0.80	pocket_supported	high
3TC5	holo	Q13526	1	60.4357	13	0.4792	91.92	13	1	0.561	11	0.85	is_self	
3TC5	holo	O75558	0	4.0278	9	1.6463	78.84	20			0	0.00	non_pocket	
3TC5	holo	Q99584	0	4.0153	4	0.8890	80.86	7	1	0.022	1	0.14	pocket_supported	medium
3TC5	holo	Q9C0B2	0	3.8460	12	2.1689	69.31	44	3	0.008	3	0.07	pocket_supported	medium
3TC5	apo	Q13526	1	43.9102	10	0.2352	91.92	10	1	0.561	8	0.80	is_self	
3TC5	apo	P61026	0	4.1239	5	1.2122	85.72	10	1	0.607	2	0.20	pocket_supported	medium
3TC5	apo	Q9HD47	0	3.4007	5	1.4134	78.10	9			0	0.00	non_pocket	
3TC5	apo	Q8WZA2	0	3.3749	10	1.3959	87.00	31	17	0.062	2	0.06	pocket_supported	medium
3TC5	apo	Q9H6R3	0	3.0421	7	1.2227	86.99	15	2	0.425	1	0.07	pocket_supported	medium
3TC5	apo	Q15286	0	3.0324	6	2.1527	89.38	11	1	0.439	1	0.09	pocket_supported	medium
3TC5	apo	Q8IZ81	0	2.9953	7	0.8708	94.73	13	2	0.113	2	0.15	pocket_supported	medium
3TC5	apo	A0A577	0	2.9438	4	1.1692	89.27	6			0	0.00	non_pocket	
3TC5	apo	Q5T5M9	0	2.9214	5	1.9923	72.72	13	5	0.025	1	0.08	pocket_supported	medium
3TC5	apo	P47224	0	2.8977	4	0.4883	89.80	4	1	0.011	2	0.50	pocket_supported	medium
3TC5	apo	Q5JTH9	0	2.7452	6	2.1631	78.66	31	1	0.357	1	0.03	pocket_supported	medium
3TC5	apo	Q14714	0	2.7423	6	1.2325	74.10	7	2	0.202	1	0.14	pocket_supported	medium
3TC5	apo	Q9NS00	0	2.7325	6	1.1292	88.17	8	1	0.941	2	0.25	pocket_supported	medium
3TC5	apo	A0A1B0GUV8	0	2.6773	4	0.1892	85.15	2			0	0.00	non_pocket	
3TC5	apo	Q9Y2G3	0	2.6278	8	1.7582	81.73	16	1	0.776	1	0.06	pocket_supported	medium
4R7L	holo	P09960	1	39.8234	15	0.4564	96.32	30	1	0.992	14	0.47	is_self	
